Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,1994,"Population, age 17, male",SP.POP.AG17.MA.UN,429999
South Africa,ZAF,1993,"Population, age 17, male",SP.POP.AG17.MA.UN,422311
South Africa,ZAF,1992,"Population, age 17, male",SP.POP.AG17.MA.UN,415129
South Africa,ZAF,1991,"Population, age 17, male",SP.POP.AG17.MA.UN,407692
South Africa,ZAF,1990,"Population, age 17, male",SP.POP.AG17.MA.UN,399464
South Africa,ZAF,2015,"Population, age 17, total",SP.POP.AG17.TO.UN,1002829
South Africa,ZAF,2013,"Population, age 17, total",SP.POP.AG17.TO.UN,1005541
South Africa,ZAF,2012,"Population, age 17, total",SP.POP.AG17.TO.UN,1008219
South Africa,ZAF,2011,"Population, age 17, total",SP.POP.AG17.TO.UN,1008946
South Africa,ZAF,2010,"Population, age 17, total",SP.POP.AG17.TO.UN,1006195
South Africa,ZAF,2009,"Population, age 17, total",SP.POP.AG17.TO.UN,998992
South Africa,ZAF,2008,"Population, age 17, total",SP.POP.AG17.TO.UN,988142
South Africa,ZAF,2007,"Population, age 17, total",SP.POP.AG17.TO.UN,976032
South Africa,ZAF,2006,"Population, age 17, total",SP.POP.AG17.TO.UN,966046
South Africa,ZAF,2005,"Population, age 17, total",SP.POP.AG17.TO.UN,960435
South Africa,ZAF,2004,"Population, age 17, total",SP.POP.AG17.TO.UN,960347
South Africa,ZAF,2003,"Population, age 17, total",SP.POP.AG17.TO.UN,964539
South Africa,ZAF,2002,"Population, age 17, total",SP.POP.AG17.TO.UN,969979
South Africa,ZAF,2001,"Population, age 17, total",SP.POP.AG17.TO.UN,972344
South Africa,ZAF,2000,"Population, age 17, total",SP.POP.AG17.TO.UN,968615
South Africa,ZAF,1999,"Population, age 17, total",SP.POP.AG17.TO.UN,957632
South Africa,ZAF,1998,"Population, age 17, total",SP.POP.AG17.TO.UN,940591
South Africa,ZAF,1997,"Population, age 17, total",SP.POP.AG17.TO.UN,919685
South Africa,ZAF,1996,"Population, age 17, total",SP.POP.AG17.TO.UN,898210
South Africa,ZAF,1995,"Population, age 17, total",SP.POP.AG17.TO.UN,878556
South Africa,ZAF,1994,"Population, age 17, total",SP.POP.AG17.TO.UN,861422
South Africa,ZAF,1993,"Population, age 17, total",SP.POP.AG17.TO.UN,846039
South Africa,ZAF,1992,"Population, age 17, total",SP.POP.AG17.TO.UN,831557
South Africa,ZAF,1991,"Population, age 17, total",SP.POP.AG17.TO.UN,816573
South Africa,ZAF,1990,"Population, age 17, total",SP.POP.AG17.TO.UN,800092
South Africa,ZAF,2015,"Population, age 18, female",SP.POP.AG18.FE.UN,498216
South Africa,ZAF,2013,"Population, age 18, female",SP.POP.AG18.FE.UN,498356
South Africa,ZAF,2012,"Population, age 18, female",SP.POP.AG18.FE.UN,498802
South Africa,ZAF,2011,"Population, age 18, female",SP.POP.AG18.FE.UN,498547
South Africa,ZAF,2010,"Population, age 18, female",SP.POP.AG18.FE.UN,497076
South Africa,ZAF,2009,"Population, age 18, female",SP.POP.AG18.FE.UN,494041
South Africa,ZAF,2008,"Population, age 18, female",SP.POP.AG18.FE.UN,489712
South Africa,ZAF,2007,"Population, age 18, female",SP.POP.AG18.FE.UN,484930
South Africa,ZAF,2006,"Population, age 18, female",SP.POP.AG18.FE.UN,480889
South Africa,ZAF,2005,"Population, age 18, female",SP.POP.AG18.FE.UN,478374
South Africa,ZAF,2004,"Population, age 18, female",SP.POP.AG18.FE.UN,477797
South Africa,ZAF,2003,"Population, age 18, female",SP.POP.AG18.FE.UN,478692
South Africa,ZAF,2002,"Population, age 18, female",SP.POP.AG18.FE.UN,479902
South Africa,ZAF,2001,"Population, age 18, female",SP.POP.AG18.FE.UN,479785
South Africa,ZAF,2000,"Population, age 18, female",SP.POP.AG18.FE.UN,477193
South Africa,ZAF,1999,"Population, age 18, female",SP.POP.AG18.FE.UN,471690
South Africa,ZAF,1998,"Population, age 18, female",SP.POP.AG18.FE.UN,463723
South Africa,ZAF,1997,"Population, age 18, female",SP.POP.AG18.FE.UN,454091
South Africa,ZAF,1996,"Population, age 18, female",SP.POP.AG18.FE.UN,444006
South Africa,ZAF,1995,"Population, age 18, female",SP.POP.AG18.FE.UN,434355
South Africa,ZAF,1994,"Population, age 18, female",SP.POP.AG18.FE.UN,425392
South Africa,ZAF,1993,"Population, age 18, female",SP.POP.AG18.FE.UN,416857
South Africa,ZAF,1992,"Population, age 18, female",SP.POP.AG18.FE.UN,408510
South Africa,ZAF,1991,"Population, age 18, female",SP.POP.AG18.FE.UN,399936
South Africa,ZAF,1990,"Population, age 18, female",SP.POP.AG18.FE.UN,390839
South Africa,ZAF,2015,"Population, age 18, male",SP.POP.AG18.MA.UN,504328
South Africa,ZAF,2014,"Population, age 18, male",SP.POP.AG18.MA.UN,503830
South Africa,ZAF,2013,"Population, age 18, male",SP.POP.AG18.MA.UN,503950
South Africa,ZAF,2012,"Population, age 18, male",SP.POP.AG18.MA.UN,504138
South Africa,ZAF,2011,"Population, age 18, male",SP.POP.AG18.MA.UN,503599
South Africa,ZAF,2010,"Population, age 18, male",SP.POP.AG18.MA.UN,501809
South Africa,ZAF,2009,"Population, age 18, male",SP.POP.AG18.MA.UN,498407
South Africa,ZAF,2008,"Population, age 18, male",SP.POP.AG18.MA.UN,493668
South Africa,ZAF,2007,"Population, age 18, male",SP.POP.AG18.MA.UN,488463
South Africa,ZAF,2006,"Population, age 18, male",SP.POP.AG18.MA.UN,484026
South Africa,ZAF,2005,"Population, age 18, male",SP.POP.AG18.MA.UN,481167
South Africa,ZAF,2004,"Population, age 18, male",SP.POP.AG18.MA.UN,480326
South Africa,ZAF,2003,"Population, age 18, male",SP.POP.AG18.MA.UN,481022
South Africa,ZAF,2002,"Population, age 18, male",SP.POP.AG18.MA.UN,482022
South Africa,ZAF,2001,"Population, age 18, male",SP.POP.AG18.MA.UN,481584
South Africa,ZAF,2000,"Population, age 18, male",SP.POP.AG18.MA.UN,478494
South Africa,ZAF,1999,"Population, age 18, male",SP.POP.AG18.MA.UN,472283
South Africa,ZAF,1998,"Population, age 18, male",SP.POP.AG18.MA.UN,463445
South Africa,ZAF,1997,"Population, age 18, male",SP.POP.AG18.MA.UN,452897
South Africa,ZAF,1996,"Population, age 18, male",SP.POP.AG18.MA.UN,442018
South Africa,ZAF,1995,"Population, age 18, male",SP.POP.AG18.MA.UN,431809
South Africa,ZAF,1994,"Population, age 18, male",SP.POP.AG18.MA.UN,422578
South Africa,ZAF,1993,"Population, age 18, male",SP.POP.AG18.MA.UN,414030
South Africa,ZAF,1992,"Population, age 18, male",SP.POP.AG18.MA.UN,405863
South Africa,ZAF,1991,"Population, age 18, male",SP.POP.AG18.MA.UN,397557
South Africa,ZAF,1990,"Population, age 18, male",SP.POP.AG18.MA.UN,388748
South Africa,ZAF,2015,"Population, age 18, total",SP.POP.AG18.TO.UN,1002544
South Africa,ZAF,2013,"Population, age 18, total",SP.POP.AG18.TO.UN,1002306
South Africa,ZAF,2012,"Population, age 18, total",SP.POP.AG18.TO.UN,1002940
South Africa,ZAF,2011,"Population, age 18, total",SP.POP.AG18.TO.UN,1002146
South Africa,ZAF,2010,"Population, age 18, total",SP.POP.AG18.TO.UN,998885
South Africa,ZAF,2009,"Population, age 18, total",SP.POP.AG18.TO.UN,992448
South Africa,ZAF,2008,"Population, age 18, total",SP.POP.AG18.TO.UN,983380
South Africa,ZAF,2007,"Population, age 18, total",SP.POP.AG18.TO.UN,973393
South Africa,ZAF,2006,"Population, age 18, total",SP.POP.AG18.TO.UN,964915
South Africa,ZAF,2005,"Population, age 18, total",SP.POP.AG18.TO.UN,959541
South Africa,ZAF,2004,"Population, age 18, total",SP.POP.AG18.TO.UN,958123
South Africa,ZAF,2003,"Population, age 18, total",SP.POP.AG18.TO.UN,959714
South Africa,ZAF,2002,"Population, age 18, total",SP.POP.AG18.TO.UN,961924
South Africa,ZAF,2001,"Population, age 18, total",SP.POP.AG18.TO.UN,961369
South Africa,ZAF,2000,"Population, age 18, total",SP.POP.AG18.TO.UN,955687
South Africa,ZAF,1999,"Population, age 18, total",SP.POP.AG18.TO.UN,943973
South Africa,ZAF,1998,"Population, age 18, total",SP.POP.AG18.TO.UN,927168
South Africa,ZAF,1997,"Population, age 18, total",SP.POP.AG18.TO.UN,906988
South Africa,ZAF,1996,"Population, age 18, total",SP.POP.AG18.TO.UN,886024
South Africa,ZAF,1995,"Population, age 18, total",SP.POP.AG18.TO.UN,866164
South Africa,ZAF,1994,"Population, age 18, total",SP.POP.AG18.TO.UN,847970
South Africa,ZAF,1993,"Population, age 18, total",SP.POP.AG18.TO.UN,830887
South Africa,ZAF,1992,"Population, age 18, total",SP.POP.AG18.TO.UN,814373
South Africa,ZAF,1991,"Population, age 18, total",SP.POP.AG18.TO.UN,797493
South Africa,ZAF,1990,"Population, age 18, total",SP.POP.AG18.TO.UN,779587
South Africa,ZAF,2015,"Population, age 19, female",SP.POP.AG19.FE.UN,499246
South Africa,ZAF,2013,"Population, age 19, female",SP.POP.AG19.FE.UN,496900
South Africa,ZAF,2012,"Population, age 19, female",SP.POP.AG19.FE.UN,495545
South Africa,ZAF,2011,"Population, age 19, female",SP.POP.AG19.FE.UN,493962
South Africa,ZAF,2010,"Population, age 19, female",SP.POP.AG19.FE.UN,492096
South Africa,ZAF,2009,"Population, age 19, female",SP.POP.AG19.FE.UN,489861
South Africa,ZAF,2008,"Population, age 19, female",SP.POP.AG19.FE.UN,487287
South Africa,ZAF,2007,"Population, age 19, female",SP.POP.AG19.FE.UN,484571
South Africa,ZAF,2006,"Population, age 19, female",SP.POP.AG19.FE.UN,481990
South Africa,ZAF,2005,"Population, age 19, female",SP.POP.AG19.FE.UN,479701
South Africa,ZAF,2004,"Population, age 19, female",SP.POP.AG19.FE.UN,477813
South Africa,ZAF,2003,"Population, age 19, female",SP.POP.AG19.FE.UN,476159
South Africa,ZAF,2002,"Population, age 19, female",SP.POP.AG19.FE.UN,474288
South Africa,ZAF,2001,"Population, age 19, female",SP.POP.AG19.FE.UN,471589
South Africa,ZAF,2000,"Population, age 19, female",SP.POP.AG19.FE.UN,467621
South Africa,ZAF,1999,"Population, age 19, female",SP.POP.AG19.FE.UN,462244
South Africa,ZAF,1998,"Population, age 19, female",SP.POP.AG19.FE.UN,455594
South Africa,ZAF,1997,"Population, age 19, female",SP.POP.AG19.FE.UN,447869
South Africa,ZAF,1996,"Population, age 19, female",SP.POP.AG19.FE.UN,439385
South Africa,ZAF,1995,"Population, age 19, female",SP.POP.AG19.FE.UN,430397
South Africa,ZAF,1994,"Population, age 19, female",SP.POP.AG19.FE.UN,420965
South Africa,ZAF,1993,"Population, age 19, female",SP.POP.AG19.FE.UN,411083
South Africa,ZAF,1992,"Population, age 19, female",SP.POP.AG19.FE.UN,400883
South Africa,ZAF,1991,"Population, age 19, female",SP.POP.AG19.FE.UN,390504
South Africa,ZAF,1990,"Population, age 19, female",SP.POP.AG19.FE.UN,380067
South Africa,ZAF,2015,"Population, age 19, male",SP.POP.AG19.MA.UN,505453
South Africa,ZAF,2014,"Population, age 19, male",SP.POP.AG19.MA.UN,504013
South Africa,ZAF,2013,"Population, age 19, male",SP.POP.AG19.MA.UN,502473
South Africa,ZAF,2012,"Population, age 19, male",SP.POP.AG19.MA.UN,500780
South Africa,ZAF,2011,"Population, age 19, male",SP.POP.AG19.MA.UN,498858
South Africa,ZAF,2010,"Population, age 19, male",SP.POP.AG19.MA.UN,496662
South Africa,ZAF,2009,"Population, age 19, male",SP.POP.AG19.MA.UN,494093
South Africa,ZAF,2008,"Population, age 19, male",SP.POP.AG19.MA.UN,491183
South Africa,ZAF,2007,"Population, age 19, male",SP.POP.AG19.MA.UN,488134
South Africa,ZAF,2006,"Population, age 19, male",SP.POP.AG19.MA.UN,485235
South Africa,ZAF,2005,"Population, age 19, male",SP.POP.AG19.MA.UN,482650
South Africa,ZAF,2004,"Population, age 19, male",SP.POP.AG19.MA.UN,480514
South Africa,ZAF,2003,"Population, age 19, male",SP.POP.AG19.MA.UN,478648
South Africa,ZAF,2002,"Population, age 19, male",SP.POP.AG19.MA.UN,476514
South Africa,ZAF,2001,"Population, age 19, male",SP.POP.AG19.MA.UN,473381
South Africa,ZAF,2000,"Population, age 19, male",SP.POP.AG19.MA.UN,468737
South Africa,ZAF,1999,"Population, age 19, male",SP.POP.AG19.MA.UN,462401
South Africa,ZAF,1998,"Population, age 19, male",SP.POP.AG19.MA.UN,454573
South Africa,ZAF,1997,"Population, age 19, male",SP.POP.AG19.MA.UN,445607
South Africa,ZAF,1996,"Population, age 19, male",SP.POP.AG19.MA.UN,436042
South Africa,ZAF,1995,"Population, age 19, male",SP.POP.AG19.MA.UN,426296
South Africa,ZAF,1994,"Population, age 19, male",SP.POP.AG19.MA.UN,416471
South Africa,ZAF,1993,"Population, age 19, male",SP.POP.AG19.MA.UN,406525
South Africa,ZAF,1992,"Population, age 19, male",SP.POP.AG19.MA.UN,396554
South Africa,ZAF,1991,"Population, age 19, male",SP.POP.AG19.MA.UN,386637
South Africa,ZAF,1990,"Population, age 19, male",SP.POP.AG19.MA.UN,376840
South Africa,ZAF,2015,"Population, age 19, total",SP.POP.AG19.TO.UN,1004699
South Africa,ZAF,2013,"Population, age 19, total",SP.POP.AG19.TO.UN,999373
South Africa,ZAF,2012,"Population, age 19, total",SP.POP.AG19.TO.UN,996325
South Africa,ZAF,2011,"Population, age 19, total",SP.POP.AG19.TO.UN,992820
South Africa,ZAF,2010,"Population, age 19, total",SP.POP.AG19.TO.UN,988758
South Africa,ZAF,2009,"Population, age 19, total",SP.POP.AG19.TO.UN,983954
South Africa,ZAF,2008,"Population, age 19, total",SP.POP.AG19.TO.UN,978470
South Africa,ZAF,2007,"Population, age 19, total",SP.POP.AG19.TO.UN,972705
South Africa,ZAF,2006,"Population, age 19, total",SP.POP.AG19.TO.UN,967225
South Africa,ZAF,2005,"Population, age 19, total",SP.POP.AG19.TO.UN,962351
South Africa,ZAF,2004,"Population, age 19, total",SP.POP.AG19.TO.UN,958327
South Africa,ZAF,2003,"Population, age 19, total",SP.POP.AG19.TO.UN,954807
South Africa,ZAF,2002,"Population, age 19, total",SP.POP.AG19.TO.UN,950802
South Africa,ZAF,2001,"Population, age 19, total",SP.POP.AG19.TO.UN,944970
South Africa,ZAF,2000,"Population, age 19, total",SP.POP.AG19.TO.UN,936358
South Africa,ZAF,1999,"Population, age 19, total",SP.POP.AG19.TO.UN,924645
South Africa,ZAF,1998,"Population, age 19, total",SP.POP.AG19.TO.UN,910167
South Africa,ZAF,1997,"Population, age 19, total",SP.POP.AG19.TO.UN,893476
South Africa,ZAF,1996,"Population, age 19, total",SP.POP.AG19.TO.UN,875427
South Africa,ZAF,1995,"Population, age 19, total",SP.POP.AG19.TO.UN,856693
South Africa,ZAF,1994,"Population, age 19, total",SP.POP.AG19.TO.UN,837436
South Africa,ZAF,1993,"Population, age 19, total",SP.POP.AG19.TO.UN,817608
South Africa,ZAF,1992,"Population, age 19, total",SP.POP.AG19.TO.UN,797437
South Africa,ZAF,1991,"Population, age 19, total",SP.POP.AG19.TO.UN,777141
South Africa,ZAF,1990,"Population, age 19, total",SP.POP.AG19.TO.UN,756907
South Africa,ZAF,2015,"Population, age 20, female",SP.POP.AG20.FE.UN,499210
South Africa,ZAF,2013,"Population, age 20, female",SP.POP.AG20.FE.UN,494601
South Africa,ZAF,2012,"Population, age 20, female",SP.POP.AG20.FE.UN,491605
South Africa,ZAF,2011,"Population, age 20, female",SP.POP.AG20.FE.UN,488820
South Africa,ZAF,2010,"Population, age 20, female",SP.POP.AG20.FE.UN,486615
South Africa,ZAF,2009,"Population, age 20, female",SP.POP.AG20.FE.UN,485141
South Africa,ZAF,2008,"Population, age 20, female",SP.POP.AG20.FE.UN,484205
South Africa,ZAF,2007,"Population, age 20, female",SP.POP.AG20.FE.UN,483418
South Africa,ZAF,2006,"Population, age 20, female",SP.POP.AG20.FE.UN,482212
South Africa,ZAF,2005,"Population, age 20, female",SP.POP.AG20.FE.UN,480175
South Africa,ZAF,2004,"Population, age 20, female",SP.POP.AG20.FE.UN,477137
South Africa,ZAF,2003,"Population, age 20, female",SP.POP.AG20.FE.UN,473204
South Africa,ZAF,2002,"Population, age 20, female",SP.POP.AG20.FE.UN,468561
South Africa,ZAF,2001,"Population, age 20, female",SP.POP.AG20.FE.UN,463508
South Africa,ZAF,2000,"Population, age 20, female",SP.POP.AG20.FE.UN,458244
South Africa,ZAF,1999,"Population, age 20, female",SP.POP.AG20.FE.UN,452884
South Africa,ZAF,1998,"Population, age 20, female",SP.POP.AG20.FE.UN,447298
South Africa,ZAF,1997,"Population, age 20, female",SP.POP.AG20.FE.UN,441160
South Africa,ZAF,1996,"Population, age 20, female",SP.POP.AG20.FE.UN,434016
South Africa,ZAF,1995,"Population, age 20, female",SP.POP.AG20.FE.UN,425578
South Africa,ZAF,1994,"Population, age 20, female",SP.POP.AG20.FE.UN,415741
South Africa,ZAF,1993,"Population, age 20, female",SP.POP.AG20.FE.UN,404719
South Africa,ZAF,1992,"Population, age 20, female",SP.POP.AG20.FE.UN,392949
South Africa,ZAF,1991,"Population, age 20, female",SP.POP.AG20.FE.UN,381035
South Africa,ZAF,1990,"Population, age 20, female",SP.POP.AG20.FE.UN,369443
South Africa,ZAF,2015,"Population, age 20, male",SP.POP.AG20.MA.UN,505781
South Africa,ZAF,2014,"Population, age 20, male",SP.POP.AG20.MA.UN,503478
South Africa,ZAF,2013,"Population, age 20, male",SP.POP.AG20.MA.UN,500409
South Africa,ZAF,2012,"Population, age 20, male",SP.POP.AG20.MA.UN,496987
South Africa,ZAF,2011,"Population, age 20, male",SP.POP.AG20.MA.UN,493789
South Africa,ZAF,2010,"Population, age 20, male",SP.POP.AG20.MA.UN,491211
South Africa,ZAF,2009,"Population, age 20, male",SP.POP.AG20.MA.UN,489404
South Africa,ZAF,2008,"Population, age 20, male",SP.POP.AG20.MA.UN,488161
South Africa,ZAF,2007,"Population, age 20, male",SP.POP.AG20.MA.UN,487085
South Africa,ZAF,2006,"Population, age 20, male",SP.POP.AG20.MA.UN,485598
South Africa,ZAF,2005,"Population, age 20, male",SP.POP.AG20.MA.UN,483275
South Africa,ZAF,2004,"Population, age 20, male",SP.POP.AG20.MA.UN,479976
South Africa,ZAF,2003,"Population, age 20, male",SP.POP.AG20.MA.UN,475799
South Africa,ZAF,2002,"Population, age 20, male",SP.POP.AG20.MA.UN,470825
South Africa,ZAF,2001,"Population, age 20, male",SP.POP.AG20.MA.UN,465225
South Africa,ZAF,2000,"Population, age 20, male",SP.POP.AG20.MA.UN,459117
South Africa,ZAF,1999,"Population, age 20, male",SP.POP.AG20.MA.UN,452568
South Africa,ZAF,1998,"Population, age 20, male",SP.POP.AG20.MA.UN,445528
South Africa,ZAF,1997,"Population, age 20, male",SP.POP.AG20.MA.UN,437863
South Africa,ZAF,1996,"Population, age 20, male",SP.POP.AG20.MA.UN,429390
South Africa,ZAF,1995,"Population, age 20, male",SP.POP.AG20.MA.UN,420017
South Africa,ZAF,1994,"Population, age 20, male",SP.POP.AG20.MA.UN,409682
South Africa,ZAF,1993,"Population, age 20, male",SP.POP.AG20.MA.UN,398555
South Africa,ZAF,1992,"Population, age 20, male",SP.POP.AG20.MA.UN,387068
South Africa,ZAF,1991,"Population, age 20, male",SP.POP.AG20.MA.UN,375801
South Africa,ZAF,1990,"Population, age 20, male",SP.POP.AG20.MA.UN,365180
South Africa,ZAF,2015,"Population, age 20, total",SP.POP.AG20.TO.UN,1004991
South Africa,ZAF,2013,"Population, age 20, total",SP.POP.AG20.TO.UN,995010
South Africa,ZAF,2012,"Population, age 20, total",SP.POP.AG20.TO.UN,988592
South Africa,ZAF,2011,"Population, age 20, total",SP.POP.AG20.TO.UN,982609
South Africa,ZAF,2010,"Population, age 20, total",SP.POP.AG20.TO.UN,977826
South Africa,ZAF,2009,"Population, age 20, total",SP.POP.AG20.TO.UN,974545
South Africa,ZAF,2008,"Population, age 20, total",SP.POP.AG20.TO.UN,972366
South Africa,ZAF,2007,"Population, age 20, total",SP.POP.AG20.TO.UN,970503
South Africa,ZAF,2006,"Population, age 20, total",SP.POP.AG20.TO.UN,967810
South Africa,ZAF,2005,"Population, age 20, total",SP.POP.AG20.TO.UN,963450
South Africa,ZAF,2004,"Population, age 20, total",SP.POP.AG20.TO.UN,957113
South Africa,ZAF,2003,"Population, age 20, total",SP.POP.AG20.TO.UN,949003
South Africa,ZAF,2002,"Population, age 20, total",SP.POP.AG20.TO.UN,939386
South Africa,ZAF,2001,"Population, age 20, total",SP.POP.AG20.TO.UN,928733
South Africa,ZAF,2000,"Population, age 20, total",SP.POP.AG20.TO.UN,917361
South Africa,ZAF,1999,"Population, age 20, total",SP.POP.AG20.TO.UN,905452
South Africa,ZAF,1998,"Population, age 20, total",SP.POP.AG20.TO.UN,892826
South Africa,ZAF,1997,"Population, age 20, total",SP.POP.AG20.TO.UN,879023
South Africa,ZAF,1996,"Population, age 20, total",SP.POP.AG20.TO.UN,863406
South Africa,ZAF,1995,"Population, age 20, total",SP.POP.AG20.TO.UN,845595
South Africa,ZAF,1994,"Population, age 20, total",SP.POP.AG20.TO.UN,825423
South Africa,ZAF,1993,"Population, age 20, total",SP.POP.AG20.TO.UN,803274
South Africa,ZAF,1992,"Population, age 20, total",SP.POP.AG20.TO.UN,780017
South Africa,ZAF,1991,"Population, age 20, total",SP.POP.AG20.TO.UN,756836
South Africa,ZAF,1990,"Population, age 20, total",SP.POP.AG20.TO.UN,734623
South Africa,ZAF,2015,"Population, age 21, female",SP.POP.AG21.FE.UN,498737
South Africa,ZAF,2013,"Population, age 21, female",SP.POP.AG21.FE.UN,491642
South Africa,ZAF,2012,"Population, age 21, female",SP.POP.AG21.FE.UN,486819
South Africa,ZAF,2011,"Population, age 21, female",SP.POP.AG21.FE.UN,482712
South Africa,ZAF,2010,"Population, age 21, female",SP.POP.AG21.FE.UN,480176
South Africa,ZAF,2009,"Population, age 21, female",SP.POP.AG21.FE.UN,479632
South Africa,ZAF,2008,"Population, age 21, female",SP.POP.AG21.FE.UN,480637
South Africa,ZAF,2007,"Population, age 21, female",SP.POP.AG21.FE.UN,482126
South Africa,ZAF,2006,"Population, age 21, female",SP.POP.AG21.FE.UN,482575
South Africa,ZAF,2005,"Population, age 21, female",SP.POP.AG21.FE.UN,480918
South Africa,ZAF,2004,"Population, age 21, female",SP.POP.AG21.FE.UN,476681
South Africa,ZAF,2003,"Population, age 21, female",SP.POP.AG21.FE.UN,470272
South Africa,ZAF,2002,"Population, age 21, female",SP.POP.AG21.FE.UN,462580
South Africa,ZAF,2001,"Population, age 21, female",SP.POP.AG21.FE.UN,454922
South Africa,ZAF,2000,"Population, age 21, female",SP.POP.AG21.FE.UN,448209
South Africa,ZAF,1999,"Population, age 21, female",SP.POP.AG21.FE.UN,442830
South Africa,ZAF,1998,"Population, age 21, female",SP.POP.AG21.FE.UN,438363
South Africa,ZAF,1997,"Population, age 21, female",SP.POP.AG21.FE.UN,433933
South Africa,ZAF,1996,"Population, age 21, female",SP.POP.AG21.FE.UN,428268
South Africa,ZAF,1995,"Population, age 21, female",SP.POP.AG21.FE.UN,420503
South Africa,ZAF,1994,"Population, age 21, female",SP.POP.AG21.FE.UN,410364
South Africa,ZAF,1993,"Population, age 21, female",SP.POP.AG21.FE.UN,398301
South Africa,ZAF,1992,"Population, age 21, female",SP.POP.AG21.FE.UN,385037
South Africa,ZAF,1991,"Population, age 21, female",SP.POP.AG21.FE.UN,371637
South Africa,ZAF,1990,"Population, age 21, female",SP.POP.AG21.FE.UN,358903
South Africa,ZAF,2015,"Population, age 21, male",SP.POP.AG21.MA.UN,505930
South Africa,ZAF,2014,"Population, age 21, male",SP.POP.AG21.MA.UN,502674
South Africa,ZAF,2013,"Population, age 21, male",SP.POP.AG21.MA.UN,497878
South Africa,ZAF,2012,"Population, age 21, male",SP.POP.AG21.MA.UN,492484
South Africa,ZAF,2011,"Population, age 21, male",SP.POP.AG21.MA.UN,487837
South Africa,ZAF,2010,"Population, age 21, male",SP.POP.AG21.MA.UN,484837
South Africa,ZAF,2009,"Population, age 21, male",SP.POP.AG21.MA.UN,483913
South Africa,ZAF,2008,"Population, age 21, male",SP.POP.AG21.MA.UN,484598
South Africa,ZAF,2007,"Population, age 21, male",SP.POP.AG21.MA.UN,485808
South Africa,ZAF,2006,"Population, age 21, male",SP.POP.AG21.MA.UN,485989
South Africa,ZAF,2005,"Population, age 21, male",SP.POP.AG21.MA.UN,484045
South Africa,ZAF,2004,"Population, age 21, male",SP.POP.AG21.MA.UN,479536
South Africa,ZAF,2003,"Population, age 21, male",SP.POP.AG21.MA.UN,472863
South Africa,ZAF,2002,"Population, age 21, male",SP.POP.AG21.MA.UN,464800
South Africa,ZAF,2001,"Population, age 21, male",SP.POP.AG21.MA.UN,456512
South Africa,ZAF,2000,"Population, age 21, male",SP.POP.AG21.MA.UN,448818
South Africa,ZAF,1999,"Population, age 21, male",SP.POP.AG21.MA.UN,442060
South Africa,ZAF,1998,"Population, age 21, male",SP.POP.AG21.MA.UN,435905
South Africa,ZAF,1997,"Population, age 21, male",SP.POP.AG21.MA.UN,429699
South Africa,ZAF,1996,"Population, age 21, male",SP.POP.AG21.MA.UN,422477
South Africa,ZAF,1995,"Population, age 21, male",SP.POP.AG21.MA.UN,413603
South Africa,ZAF,1994,"Population, age 21, male",SP.POP.AG21.MA.UN,402834
South Africa,ZAF,1993,"Population, age 21, male",SP.POP.AG21.MA.UN,390570
South Africa,ZAF,1992,"Population, age 21, male",SP.POP.AG21.MA.UN,377585
South Africa,ZAF,1991,"Population, age 21, male",SP.POP.AG21.MA.UN,364974
South Africa,ZAF,1990,"Population, age 21, male",SP.POP.AG21.MA.UN,353527
South Africa,ZAF,2015,"Population, age 21, total",SP.POP.AG21.TO.UN,1004667
South Africa,ZAF,2013,"Population, age 21, total",SP.POP.AG21.TO.UN,989520
South Africa,ZAF,2012,"Population, age 21, total",SP.POP.AG21.TO.UN,979303
South Africa,ZAF,2011,"Population, age 21, total",SP.POP.AG21.TO.UN,970549
South Africa,ZAF,2010,"Population, age 21, total",SP.POP.AG21.TO.UN,965013
South Africa,ZAF,2009,"Population, age 21, total",SP.POP.AG21.TO.UN,963545
South Africa,ZAF,2008,"Population, age 21, total",SP.POP.AG21.TO.UN,965235
South Africa,ZAF,2007,"Population, age 21, total",SP.POP.AG21.TO.UN,967934
South Africa,ZAF,2006,"Population, age 21, total",SP.POP.AG21.TO.UN,968564
South Africa,ZAF,2005,"Population, age 21, total",SP.POP.AG21.TO.UN,964963
South Africa,ZAF,2004,"Population, age 21, total",SP.POP.AG21.TO.UN,956217
South Africa,ZAF,2003,"Population, age 21, total",SP.POP.AG21.TO.UN,943135
South Africa,ZAF,2002,"Population, age 21, total",SP.POP.AG21.TO.UN,927380
South Africa,ZAF,2001,"Population, age 21, total",SP.POP.AG21.TO.UN,911434
South Africa,ZAF,2000,"Population, age 21, total",SP.POP.AG21.TO.UN,897027
South Africa,ZAF,1999,"Population, age 21, total",SP.POP.AG21.TO.UN,884890
South Africa,ZAF,1998,"Population, age 21, total",SP.POP.AG21.TO.UN,874268
South Africa,ZAF,1997,"Population, age 21, total",SP.POP.AG21.TO.UN,863632
South Africa,ZAF,1996,"Population, age 21, total",SP.POP.AG21.TO.UN,850745
South Africa,ZAF,1995,"Population, age 21, total",SP.POP.AG21.TO.UN,834106
South Africa,ZAF,1994,"Population, age 21, total",SP.POP.AG21.TO.UN,813198
South Africa,ZAF,1993,"Population, age 21, total",SP.POP.AG21.TO.UN,788871
South Africa,ZAF,1992,"Population, age 21, total",SP.POP.AG21.TO.UN,762622
